             10    -18181.573342121300000    0.5192810000
             30    -18181.573342121300000    0.5174020000
             50    -18182.066789035199999    1.0369850000
             70    -18182.386410819900000    1.5103050000
             90    -18182.386823968300000    2.4275210000
            110    -18183.945041653700001    3.6856600000
            130    -18183.939717436200000    7.7471640000
            150    -18183.939717436200000   10.1674420000
            170    -18183.939717436200000   15.0712370000
            190    -18183.939717436200000   19.8819380000
            210    -18183.939717436200000   26.6263590000
            230    -18183.939717436200000   35.7935730000
            250    -18183.939717436200000   45.0110270000
            270    -18183.939717436200000   58.1753630000
            290    -18183.939717436200000   79.9408850000
            310    -18183.939717436200000   83.8355070000
            330    -18183.939717436200000  103.2119650000
            350    -18183.939717436200000  122.2103460000
            370    -18183.939717436200000  143.3360710000
            390    -18183.939717436200000  179.0719450000
            410    -18183.939717436200000  223.0953330000
