         98.000   13.519465523480363                     0.285
         99.000   13.519465393245214                     0.302
        100.000   13.519465403840835                     0.362
        101.000   13.519465413487000                     0.686
        102.000   13.519465422240248                     0.420
        103.000   13.519465430237011                     0.784
        104.000   13.519465437507046                     0.401
        105.000   13.519465444428022                     0.438
        106.000   13.519465450237238                     0.592
        107.000   13.519465455777011                     0.823
        108.000   13.519465460857779                     0.404
        109.000   13.519465465504336                     0.884
        110.000   13.519465469762421                     0.410
        111.000   13.519465473682741                     0.918
        112.000   13.519465523495979                     0.475
        113.000   13.519465480583790                     0.909
        114.000   13.519465483620749                     0.499
        115.000   13.519465486419811                     0.558
        116.000   13.519465488998037                     0.552
        117.000   13.519465491377890                     0.440
        118.000   13.519465493570232                     0.878
        119.000   13.519465495690966                     0.570
        120.000   13.519465497468513                     0.493
        121.000   13.519465499203156                     0.597
        122.000   13.519465500810147                     1.168
        123.000   13.519465502290220                     1.224
        124.000   13.519465503665932                     0.758
        125.000   13.519465504940616                     0.545
        126.000   13.519465523494933                     0.649
        127.000   13.519465507223781                     1.114
        128.000   13.519465508242616                     0.696
        129.000   13.519465509196872                     0.954
        130.000   13.519465510077000                     0.620
        131.000   13.519465510899746                     1.578
        132.000   13.519465511667235                     0.563
        133.000   13.519465512420894                     0.779
        134.000   13.519465513046697                     1.133
        135.000   13.519465513665846                     0.681
        136.000   13.519465514245276                     0.836
        137.000   13.519465514787584                     1.694
        138.000   13.519465515295815                     0.911
        139.000   13.519465515765580                     1.818
        140.000   13.519465523502069                     0.759
        141.000   13.519465516621967                     1.272
        142.000   13.519465517012362                     2.015
        143.000   13.519465517370133                     0.915
        144.000   13.519465517712073                     0.987
        145.000   13.519465518028596                     1.208
        146.000   13.519465518328779                     2.025
        147.000   13.519465518643733                     1.016
        148.000   13.519465518872019                     1.768
        149.000   13.519465519121907                     1.754
        150.000   13.519465519354931                     0.739
        151.000   13.519465519576576                     2.114
        152.000   13.519465519783468                     1.258
        153.000   13.519465519976020                     1.313
        154.000   13.519465523511844                     1.026
        155.000   13.519465520329408                     1.361
        156.000   13.519465520493354                     1.093
        157.000   13.519465520644706                     2.117
        158.000   13.519465520789510                     2.385
        159.000   13.519465520923315                     1.781
        160.000   13.519465521059850                     1.070
        161.000   13.519465521172675                     1.351
        162.000   13.519465521290339                     1.109
        163.000   13.519465521396322                     2.980
        164.000   13.519465521498189                     2.560
        165.000   13.519465521591091                     1.381
        166.000   13.519465521682935                     3.382
        167.000   13.519465521774908                     2.833
        168.000   13.519465523489899                     1.296
        169.000   13.519465521930563                     1.469
        170.000   13.519465522002511                     1.524
        171.000   13.519465522074899                     1.723
        172.000   13.519465522142506                     2.036
        173.000   13.519465522205014                     3.339
        174.000   13.519465522264870                     1.972
        175.000   13.519465522339118                     1.529
        176.000   13.519465522377109                     1.602
        177.000   13.519465522422434                     3.097
        178.000   13.519465522462612                     3.876
        179.000   13.519465522513016                     3.334
        180.000   13.519465522559560                     1.620
        181.000   13.519465522597725                     4.209
        182.000   13.519465523504691                     1.745
        183.000   13.519465522676400                     3.745
        184.000   13.519465522713523                     2.037
        185.000   13.519465522746225                     3.716
        186.000   13.519465522779813                     2.242
        187.000   13.519465522807121                     2.120
        188.000   13.519465522841093                     2.672
        189.000   13.519465522875878                     2.217
        190.000   13.519465522884111                     2.348
        191.000   13.519465522916590                     3.878
        192.000   13.519465522935590                     4.674
        193.000   13.519465522960576                     4.273
        194.000   13.519465522987540                     4.529
        195.000   13.519465523007026                     2.300
        196.000   13.519465523505216                     2.187
        197.000   13.519465523043744                     3.707
        198.000   13.519465523066780                     1.785
        199.000   13.519465523075091                     4.123
        200.000   13.519465523099280                     2.303
